"lon","lat","dir","dur","std","spd"
-95.077,24.3,4.71745043521547,0,0.8966,22.8058
-95.033,24.3,4.70539021008419,0,0.8949,23.2626
-94.989,24.3,4.69322526519779,0,0.8934,23.7196
-94.944,24.3,4.68099050714131,0,0.8917,24.1768
-94.9,24.3,4.66954114724823,0,0.89,24.6338
-94.856,24.3,4.65713185626655,0,0.8885,25.0897
-94.811,24.3,4.64550796344827,0,0.8867,25.5445
-94.767,24.3,4.63377935087486,0,0.8851,25.9977
-94.723,24.3,4.62110826050539,0,0.8832,26.4486
-94.679,24.3,4.60920511500679,0,0.8814,26.8969
-94.635,24.3,4.59721470304558,0,0.8792,27.3425
-94.59,24.3,4.58511957132926,0,0.8772,27.7852
-94.546,24.3,4.57380983777634,0,0.8748,28.2243
-94.502,24.3,4.56241283776082,0,0.8724,28.6596
-94.457,24.3,4.55091111799017,0,0.8699,29.0911
-94.413,24.3,4.53932213175693,0,0.8672,29.5184
-94.369,24.3,4.52853599697961,0,0.8646,29.9418
-94.325,24.3,4.5176800490322,0,0.8619,30.361
-94.281,24.3,4.5067368346222,0,0.8592,30.7762
-94.236,24.3,4.49664883154567,0,0.8564,31.1874
-94.192,24.3,4.4874858529727,0,0.8537,31.5952
-94.148,24.3,4.47834032769225,0,0.8511,32.0003
-94.103,24.3,4.47125429092915,0,0.8485,32.4036
-94.059,24.3,4.46544234452001,0,0.8458,32.8069
-94.015,24.3,4.45887990653251,0,0.843,33.2118
-93.971,24.3,4.44791923882999,0,0.8403,33.6135
-93.927,24.3,4.43577174723611,0,0.8373,34.0104
-93.882,24.3,4.42467145319342,0,0.8346,34.4023
-93.838,24.3,4.41348389268814,0,0.8318,34.7891
-93.794,24.3,4.72317511516201,0,0.829,35.2872
-93.75,24.3,4.70858416261534,0,0.8263,35.8234
-93.705,24.3,4.69275402629975,0,0.8236,36.3567
-93.661,24.3,4.67805835399796,0,0.8209,36.8864
-93.617,24.3,4.66329286852609,0,0.8184,37.4123
-93.573,24.3,4.6472881992853,0,0.8158,37.9337
-93.528,24.3,4.63240054076579,0,0.8134,38.4505
-93.484,24.3,4.61746052236872,0,0.8111,38.9621
-93.44,24.3,4.60246814409409,0,0.8088,39.4676
-93.396,24.3,4.58625403534306,0,0.8064,39.9671
-93.351,24.3,4.57113948402079,0,0.8042,40.4601
-93.307,24.3,4.55599002611348,0,0.8018,40.946
-93.263,24.3,4.54077075503609,0,0.7995,41.4245
-93.219,24.3,4.52668594797249,0,0.7971,41.8951
-93.174,24.3,4.5113794104325,0,0.7944,42.3575
-93.13,24.3,4.49603796630747,0,0.7919,42.8109
-93.086,24.3,4.48064416230488,0,0.7891,43.2556
-93.042,24.3,4.46521545171725,0,0.7859,43.6907
-92.997,24.3,4.44975183454458,0,0.7826,44.116
-92.953,24.3,4.43542268138571,0,0.779,44.5311
-92.909,24.3,4.41990670433548,0,0.7752,44.9358
-92.865,24.3,4.40552519129905,0,0.7711,45.3295
-92.82,24.3,4.38995685437126,0,0.7667,45.7122
-92.776,24.3,4.37437106415095,0,0.7621,46.0831
-92.732,24.3,4.35993719123696,0,0.7575,46.4428
-92.688,24.3,4.34550331832296,0,0.753,46.7902
-92.643,24.3,4.32988262151761,0,0.7487,47.1255
-92.599,24.3,4.31544874860362,0,0.7445,47.4479
-92.555,24.3,4.30101487568963,0,0.7402,47.7579
-92.511,24.3,4.28539417888428,0,0.7359,48.055
-92.466,24.3,4.27099521255532,0,0.7318,48.3389
-92.422,24.3,4.25659624622637,0,0.7275,48.6097
-92.378,24.3,4.24223218648246,0,0.7232,48.867
-92.334,24.3,4.22790303332358,0,0.7189,49.111
-92.289,24.3,4.21483051722615,0,0.7146,49.3421
-92.245,24.3,4.20057117723735,0,0.7103,49.56
-92.201,24.3,4.18758592760251,0,0.706,49.7653
-92.157,24.3,4.17463558455272,0,0.7018,49.9579
-92.112,24.3,4.161755054673,0,0.6978,50.1382
-92.068,24.3,4.14890943137832,0,0.6936,50.3062
-92.024,24.3,4.13739025831516,0,0.6894,50.4626
-91.98,24.3,4.12594089842208,0,0.6853,50.6078
-91.935,24.3,4.11456135169907,0,0.6811,50.7424
-91.891,24.3,4.10321671156111,0,0.6771,50.8668
-91.847,24.3,4.0932334282397,0,0.673,50.9816
-91.803,24.3,4.08331995808837,0,0.6689,51.0872
-91.758,24.3,4.07342394122957,0,0.6646,51.1845
-91.714,24.3,4.06487182789479,0,0.6606,51.2739
-91.67,24.3,4.05635462114506,0,0.6563,51.3567
-91.626,24.3,4.04781996110281,0,0.6523,51.4339
-91.581,24.3,4.04050703153695,0,0.6483,51.5061
-91.537,24.3,4.03298466246086,0,0.6442,51.5746
-91.493,24.3,4.02643967776588,0,0.6404,51.6415
-91.449,24.3,4.02074990440438,0,0.6368,51.7081
-91.404,24.3,4.0146412520224,0,0.6335,51.7772
-91.36,24.3,4.01020811572233,0,0.6303,51.8511
-91.316,24.3,4.00800900086482,0,0.6272,51.9334
-91.272,24.3,4.01820172369646,0,0.6243,52.0327
-91.227,24.3,4.03123933320886,0,0.6215,52.192
-91.183,24.3,4.02917984469151,0,0.6186,52.3727
-91.139,24.3,4.02319336535717,0,0.6156,52.5577
-91.095,24.3,4.00769484159946,0,0.6128,52.7355
-91.05,24.3,3.99146327955591,0,0.6099,52.902
-91.006,24.3,3.97531898397496,0,0.607,53.0563
-90.962,24.3,3.95847655669322,0,0.6039,53.1979
-90.918,24.3,3.94255915391503,0,0.6006,53.3268
-90.874,24.3,3.92597852602108,0,0.5976,53.442
-90.829,24.3,3.9095375244673,0,0.5944,53.5433
-90.785,24.3,3.89325360254619,0,0.5911,53.6303
-90.741,24.3,3.87709185367272,0,0.5877,53.7032
-90.697,24.3,3.86110463772446,0,0.5844,53.7614
-90.652,24.3,3.84461127629311,0,0.5808,53.8048
-90.608,24.3,3.8289382196102,0,0.5769,53.833
-90.564,24.3,3.81281137732177,0,0.5728,53.846
-90.519,24.3,3.79689397454358,0,0.5677,53.8437
-90.475,24.3,3.78172706334375,0,0.5612,53.8263
-90.431,24.3,3.766193633001,0,0.5527,53.7938
-90.387,24.3,3.75086964216849,0,0.5449,53.7462
-90.343,24.3,3.73575509084622,0,0.539,53.6831
-90.298,24.3,3.72084997903419,0,0.5339,53.6055
-90.254,24.3,4.13260805616469,0,0.5289,53.55
-90.21,24.3,4.14929340381376,0,0.5242,53.6824
-90.165,24.3,4.32562401814275,0,0.5203,53.8833
-90.121,24.3,4.3396739186213,0,0.5165,54.2077
-90.077,24.3,4.34058148983234,0,0.5134,54.5484
-90.033,24.3,4.3387139875327,0,0.5108,54.8978
-89.989,24.3,4.33237844234796,0,0.5087,55.2521
-89.944,24.3,4.32464663376163,0,0.507,55.6091
-89.9,24.3,4.3154312953111,0,0.5055,55.9677
-99.9,24.344,3.14159265358979,0,0,0
-99.856,24.344,3.14159265358979,0,0,0
-99.811,24.344,3.14159265358979,0,0,0
-99.767,24.344,3.14159265358979,0,0,0
-99.723,24.344,3.14159265358979,0,0,0
-99.679,24.344,3.14159265358979,0,0,0
-99.635,24.344,3.14159265358979,0,0,0
-99.59,24.344,3.14159265358979,0,0,0
-99.546,24.344,3.14159265358979,0,0,0
-99.502,24.344,3.14159265358979,0,0,0
-99.457,24.344,3.14159265358979,0,0,0
-99.413,24.344,3.14159265358979,0,0,0
-99.369,24.344,3.14159265358979,0,0,0
-99.325,24.344,3.14159265358979,0,0,0
-99.281,24.344,3.14159265358979,0,0,0
-99.236,24.344,3.14159265358979,0,0,0
-99.192,24.344,3.14159265358979,0,0,0
-99.148,24.344,3.14159265358979,0,0,0
-99.103,24.344,3.14159265358979,0,0,0
-99.059,24.344,3.14159265358979,0,0,0
-99.015,24.344,3.14159265358979,0,0,0
-98.971,24.344,3.14159265358979,0,0,0
-98.927,24.344,3.14159265358979,0,0,0
-98.882,24.344,3.14159265358979,0,0,0
-98.838,24.344,3.14159265358979,0,0,0
-98.794,24.344,3.14159265358979,0,0,0
-98.75,24.344,3.14159265358979,0,0,0
-98.705,24.344,3.14159265358979,0,0,0
-98.661,24.344,6.00646335427588,0,1,8.3027
-98.617,24.344,6.00548596989477,0,1,8.2575
-98.573,24.344,6.00618410159557,0,1,8.1934
-98.528,24.344,6.00759781828968,0,1,8.126
-98.484,24.344,6.00899408169128,0,0.9999,8.0541
-98.44,24.344,6.01101866362359,0,0.9997,7.9784
-98.396,24.344,6.01236256714763,0,0.9995,7.8988
-98.351,24.344,6.0144395089575,0,0.999,7.8153
-98.307,24.344,6.01655135735241,0,0.9983,7.7281
-98.263,24.344,6.01868065903985,0,0.9973,7.6371
-98.219,24.344,6.02176989181588,0,0.9958,7.5424
-98.174,24.344,6.02395155338087,0,0.9936,7.4443
-98.13,24.344,6.02714550591202,0,0.9908,7.3427
-98.086,24.344,6.03039181832073,0,0.9871,7.2379
-98.042,24.344,6.03365558402196,0,0.9826,7.1299
-97.997,24.344,6.03691934972319,0,0.9768,7.0189
-97.953,24.344,6.04014820883938,0,0.97,6.905
-97.909,24.344,6.04458134513944,0,0.9625,6.7884
-97.865,24.344,6.04768803120799,0,0.9545,6.6692
-97.82,24.344,6.05199899446042,0,0.946,6.5477
-97.776,24.344,6.05620523795772,0,0.9369,6.4239
-97.732,24.344,6.06025440182235,0,0.9303,6.2981
-97.688,24.344,6.06407667288422,0,0.9247,6.1703
-97.643,24.344,0.0462477345193457,0,0.9193,6.3433
-97.599,24.344,5.2212920836812,0,0.9144,6.2907
-97.555,24.344,5.19216253846541,0,0.9102,6.5085
-97.511,24.344,5.1597692275484,0,0.907,6.7346
-97.466,24.344,5.12365836532463,0,0.9052,6.972
-97.422,24.344,5.09079381550958,0,0.9047,7.2064
-97.378,24.344,5.06438698392691,0,0.9052,7.4277
-97.334,24.344,5.04761436981524,0,0.9068,7.6181
-97.289,24.344,5.03543197163632,0,0.9091,7.7914
-97.245,24.344,5.02948039888702,0,0.9122,7.9425
-97.201,24.344,5.02986437132246,0,0.9159,8.0728
-97.157,24.344,5.03536215846624,0,0.9203,8.1854
-97.112,24.344,5.04002218756907,0,0.9251,8.2983
-97.068,24.344,5.04630537287624,0,0.9303,8.4234
-97.024,24.344,5.0543164341429,0,0.9358,8.5601
-96.98,24.344,5.06264165467491,0,0.9416,8.7085
-96.935,24.344,5.07037346326125,0,0.9474,8.8683
-96.891,24.344,5.07740714014678,0,0.9529,9.039
-96.847,24.344,5.08255586144017,0,0.9581,9.2199
-96.803,24.344,5.0862559594544,0,0.9627,9.4105
-96.758,24.344,5.08885650003987,0,0.9663,9.6104
-96.714,24.344,5.09013059039382,0,0.9688,9.8194
-96.67,24.344,5.65114922515488,0,0.9699,10.2026
-96.626,24.344,5.69256588830471,0,0.9702,10.6588
-96.581,24.344,5.72295207058193,0,0.9697,11.1183
-96.537,24.344,5.74195870613615,0,0.969,11.5332
-96.493,24.344,5.7544378102879,0,0.968,11.9144
-96.449,24.344,5.7616111135136,0,0.9669,12.246
-96.404,24.344,5.76620132944635,0,0.9658,12.5464
-96.36,24.344,5.77005850709325,0,0.9645,12.8343
-96.316,24.344,5.77230998182833,0,0.9633,13.0892
-96.272,24.344,5.77505014875396,0,0.9618,13.3403
-96.227,24.344,5.77873279347567,0,0.9602,13.5905
-96.183,24.344,5.78375934172141,0,0.9584,13.8429
-96.139,24.344,5.78915240911007,0,0.9567,14.0904
-96.095,24.344,5.79632571233577,0,0.9546,14.3748
-96.05,24.344,5.80273107069059,0,0.9525,14.6647
-96.006,24.344,5.81048033256944,0,0.9501,14.9902
-95.962,24.344,5.81821214115578,0,0.9477,15.3315
-95.918,24.344,5.82576941681691,0,0.9451,15.6847
-95.874,24.344,5.83411209064145,0,0.9423,16.0676
-95.829,24.344,5.84198352556794,0,0.9395,16.4547
-95.785,24.344,5.85140830352871,0,0.9363,16.8835
-95.741,24.344,5.86003023003356,0,0.933,17.2944
-95.697,24.344,5.86870451641597,0,0.9295,17.6887
-95.652,24.344,5.87641887170979,0,0.9261,18.0246
-95.608,24.344,5.88320820250005,0,0.9226,18.2815
-95.564,24.344,4.80143567882144,0,0.9193,18.4837
-95.519,24.344,4.79000377222088,0,0.916,18.9098
-95.475,24.344,4.78042191462743,0,0.913,19.34
-95.431,24.344,4.76979285948278,0,0.9102,19.7738
-95.387,24.344,4.76001901567161,0,0.9076,20.2111
-95.343,24.344,4.74921542760177,0,0.9053,20.6515
-95.298,24.344,4.73923214428036,0,0.9031,21.0947
-95.254,24.344,4.72914414120383,0,0.901,21.5406
-95.21,24.344,4.71982408299819,0,0.8991,21.9888
-95.165,24.344,4.71120215649333,0,0.8973,22.4394
-95.121,24.344,4.70162029889988,0,0.8955,22.8917
-95.077,24.344,4.72275623614154,0,0.8938,23.3561
-95.033,24.344,4.71050402479254,0,0.892,23.8223
-94.989,24.344,4.69816454698094,0,0.8905,24.2891
-94.944,24.344,4.68573780270674,0,0.8888,24.7557
-94.9,24.344,4.67409645659593,0,0.887,25.2221
-94.856,24.344,4.66147772610402,0,0.8855,25.6872
-94.811,24.344,4.64964439377549,0,0.8836,26.1511
-94.767,24.344,4.63772379498437,0,0.8819,26.6133
-94.723,24.344,4.62484326510465,0,0.88,27.073
-94.679,24.344,4.61273068009581,0,0.8781,27.5304
-94.635,24.344,4.60138603995785,0,0.8758,27.9847
-94.59,24.344,4.58908146873129,0,0.8737,28.4357
-94.546,24.344,4.57667217774961,0,0.8713,28.8829
-94.502,24.344,4.56503083163881,0,0.8689,29.3265
-94.457,24.344,4.55330221906541,0,0.8663,29.766
-94.413,24.344,4.54146888673688,0,0.8635,30.2013
-94.369,24.344,4.53040349927924,0,0.8609,30.6322
-94.325,24.344,4.51926829865152,0,0.8581,31.0587
-94.281,24.344,4.50806328485371,0,0.8554,31.4811
-94.236,24.344,4.49766112251183,0,0.8526,31.8992
-94.192,24.344,4.48724150687742,0,0.8498,32.3134
-94.148,24.344,4.47771200916153,0,0.8471,32.7248
-94.103,24.344,4.47017218679292,0,0.8444,33.1339
-94.059,24.344,4.46282435064202,0,0.8418,33.5424
-94.015,24.344,4.45898462628763,0,0.8389,33.9524
-93.971,24.344,4.44779706578235,0,0.8361,34.3625
-93.927,24.344,4.43652223881447,0,0.8332,34.7674
-93.882,24.344,4.42519505196902,0,0.8304,35.1671
-93.838,24.344,4.41378059866098,0,0.8276,35.5617
-93.794,24.344,4.40229633218286,0,0.8247,35.9514
-93.75,24.344,4.71437865573196,0,0.822,36.4871
-93.705,24.344,4.69840889307622,0,0.8193,37.028
-93.661,24.344,4.68357359443426,0,0.8166,37.5653
-93.617,24.344,4.66866848262223,0,0.814,38.0982
-93.573,24.344,4.65250673374876,0,0.8115,38.6265
-93.528,24.344,4.63746199559657,0,0.8091,39.15
-93.484,24.344,4.62117807367547,0,0.8067,39.6678
-93.44,24.344,4.60719798636699,0,0.8044,40.1794
-93.396,24.344,4.59079189139824,0,0.802,40.6847
-93.351,24.344,4.57552026044329,0,0.7998,41.1829
-93.307,24.344,4.56016136302574,0,0.7974,41.6741
-93.263,24.344,4.54476755902316,0,0.7951,42.1575
-93.219,24.344,4.529321395143,0,0.7927,42.6327
-93.174,24.344,4.51380541809278,0,0.79,43.0993
-93.13,24.344,4.49942390505634,0,0.7875,43.557
-93.086,24.344,4.48382066154351,0,0.7846,44.0052
-93.042,24.344,4.46816505815312,0,0.7815,44.4439
-92.997,24.344,4.45247454817769,0,0.7781,44.8725
-92.953,24.344,4.4367316783247,0,0.7745,45.2908
-92.909,24.344,4.42214072577803,0,0.7707,45.6984
-92.865,24.344,4.40634549604748,0,0.7666,46.0948
-92.82,24.344,4.39168473033073,0,0.7622,46.48
-92.776,24.344,4.37583714072262,0,0.7576,46.8535
-92.732,24.344,4.36114146842083,0,0.753,47.2152
-92.688,24.344,4.34644579611904,0,0.7485,47.5646
-92.643,24.344,4.33054584663337,0,0.7443,47.902
-92.599,24.344,4.31583272103906,0,0.74,48.2263
-92.555,24.344,4.30111959544475,0,0.7357,48.5379
-92.511,24.344,4.28521964595908,0,0.7314,48.8368
-92.466,24.344,4.27052397365729,0,0.7273,49.1222
-92.422,24.344,4.25584575464801,0,0.723,49.3945
-92.378,24.344,4.24118498893126,0,0.7187,49.6533
-92.334,24.344,4.22657658309207,0,0.7144,49.8984
-92.289,24.344,4.21320736102179,0,0.7101,50.1306
-92.245,24.344,4.19865131506016,0,0.7058,50.3494
-92.201,24.344,4.18536935945248,0,0.7015,50.5552
-92.157,24.344,4.17215721701488,0,0.6972,50.748
-92.112,24.344,4.15897998116233,0,0.6932,50.9286
-92.068,24.344,4.14587255847985,0,0.689,51.0965
-92.024,24.344,4.13409158602889,0,0.6848,51.2527
-91.98,24.344,4.12110633639405,0,0.6806,51.3974
-91.935,24.344,4.10944753699073,0,0.6765,51.5312
-91.891,24.344,4.09915009440396,0,0.6724,51.6547
-91.847,24.344,4.0876309213408,0,0.6683,51.7679
-91.803,24.344,4.07747310509419,0,0.6642,51.8716
-91.758,24.344,4.06736764872515,0,0.6599,51.9667
-91.714,24.344,4.05860609588013,0,0.6558,52.0537
-91.67,24.344,4.04989690291268,0,0.6515,52.1338
-91.626,24.344,4.04118770994523,0,0.6474,52.2074
-91.581,24.344,4.03247851697778,0,0.6433,52.2756
-91.537,24.344,4.02616042508556,0,0.6393,52.3394
-91.493,24.344,4.01834135003662,0,0.6354,52.4009
-91.449,24.344,4.01148220607629,0,0.6318,52.4615
-91.404,24.344,4.00546082015691,0,0.6284,52.5235
-91.36,24.344,4.001167310197,0,0.6252,52.5893
-91.316,24.344,3.9961756685363,0,0.622,52.6613
-91.272,24.344,3.99420344648154,0,0.6191,52.7445
-91.227,24.344,4.00811372061994,0,0.6162,52.8575
-91.183,24.344,4.01024302230737,0,0.6133,53.0152
-91.139,24.344,4.00474523516359,0,0.6102,53.1861
-91.095,24.344,3.99662945414182,0,0.6074,53.3594
-91.05,24.344,3.9825271937857,0,0.6044,53.5272
-91.006,24.344,3.96615600540199,0,0.6014,53.6833
-90.962,24.344,3.94988953677341,0,0.5983,53.8274
-90.918,24.344,3.93374524119246,0,0.595,53.9587
-90.874,24.344,3.91770566536663,0,0.5919,54.0766
-90.829,24.344,3.90105522430261,0,0.5886,54.1808
-90.785,24.344,3.88456186287126,0,0.5852,54.271
-90.741,24.344,3.86822558107259,0,0.5818,54.3466
-90.697,24.344,3.8520463789066,0,0.5785,54.4072
-90.652,24.344,3.83604170966582,0,0.5747,54.4528
-90.608,24.344,3.82017666676519,0,0.5709,54.4833
-90.564,24.344,3.8039101981366,0,0.5667,54.4983
-90.519,24.344,3.78839422108637,0,0.5615,54.4976
-90.475,24.344,3.77251172489322,0,0.555,54.4813
-90.431,24.344,3.75736226698591,0,0.5465,54.4495
-90.387,24.344,3.74188119652072,0,0.5386,54.4021
-90.343,24.344,3.72662701885829,0,0.5327,54.339
-90.298,24.344,3.71200115972658,0,0.5275,54.2607
-90.254,24.344,4.13152595202846,0,0.5225,54.3309
-90.21,24.344,4.14978209600432,0,0.5178,54.475
-90.165,24.344,4.30853724476572,0,0.5137,54.6674
-90.121,24.344,4.33026659395305,0,0.5101,55.002
-90.077,24.344,4.33419358477004,0,0.5071,55.3577
-90.033,24.344,4.33063311309597,0,0.5044,55.7243
-89.989,24.344,4.32410558169351,0,0.5022,56.0977
-89.944,24.344,4.31614688030442,0,0.5005,56.4755
-89.9,24.344,4.30839761842556,0,0.4989,56.8542
-99.9,24.389,3.14159265358979,0,0,0
-99.856,24.389,3.14159265358979,0,0,0
-99.811,24.389,3.14159265358979,0,0,0
-99.767,24.389,3.14159265358979,0,0,0
-99.723,24.389,3.14159265358979,0,0,0
-99.679,24.389,3.14159265358979,0,0,0
-99.635,24.389,3.14159265358979,0,0,0
-99.59,24.389,3.14159265358979,0,0,0
-99.546,24.389,3.14159265358979,0,0,0
-99.502,24.389,3.14159265358979,0,0,0
-99.457,24.389,3.14159265358979,0,0,0
-99.413,24.389,3.14159265358979,0,0,0
-99.369,24.389,3.14159265358979,0,0,0
-99.325,24.389,3.14159265358979,0,0,0
-99.281,24.389,3.14159265358979,0,0,0
-99.236,24.389,3.14159265358979,0,0,0
-99.192,24.389,3.14159265358979,0,0,0
-99.148,24.389,3.14159265358979,0,0,0
-99.103,24.389,3.14159265358979,0,0,0
-99.059,24.389,3.14159265358979,0,0,0
-99.015,24.389,3.14159265358979,0,0,0
-98.971,24.389,3.14159265358979,0,0,0
-98.927,24.389,3.14159265358979,0,0,0
-98.882,24.389,3.14159265358979,0,0,0
-98.838,24.389,3.14159265358979,0,0,0
-98.794,24.389,3.14159265358979,0,0,0
-98.75,24.389,3.14159265358979,0,0,0
-98.705,24.389,3.14159265358979,0,0,0
-98.661,24.389,6.00260617662898,0,1,8.2575
-98.617,24.389,6.00014526238367,0,1,8.2172
-98.573,24.389,5.99806832057379,0,1,8.1549
-98.528,24.389,5.99878390556711,0,0.9999,8.0879
-98.484,24.389,5.99948203726791,0,0.9999,8.0163
-98.44,24.389,6.00009290250611,0,0.9997,7.9406
-98.396,24.389,6.0014891659077,0,0.9994,7.8609
-98.351,24.389,6.00293778918686,0,0.9989,7.777
-98.307,24.389,6.00438641246601,0,0.9982,7.6892
-98.263,24.389,6.00583503574517,0,0.9971,7.5974
-98.219,24.389,6.00724875243928,0,0.9955,7.5018
-98.174,24.389,6.00979693314719,0,0.9933,7.4026
-98.13,24.389,6.01115828996375,0,0.9905,7.2998
-98.086,24.389,6.01370647067166,0,0.9868,7.1935
-98.042,24.389,6.01623719808705,0,0.9823,7.0838
-97.997,24.389,6.01873301891741,0,0.9766,6.9711
-97.953,24.389,6.02114157328516,0,0.9699,6.8553
-97.909,24.389,6.02344540789779,0,0.9626,6.7366
-97.865,24.389,6.02714550591202,0,0.9547,6.6153
-97.82,24.389,6.02913518125929,0,0.9465,6.4915
